#907	Увеличение количества соединительной ткани	=>	#831	Эмфизема лёгких
#201	Сшивки (из-за металлов переменной валентности, диальдегидов)	=>	#865	Изменение структуры аполипопротеина (ЛПНП)
#257	Ревматизм	=>	#203	Остеохондроз
#755	Длительное повышение уровня глюкозы в крови	=>	#519	Увеличение количества альдегидов
#629	Перикисное окисление липидов в мембранах	=>	#63	Изменение физико-химических свойств мембранного матрикса
#641	Накопление карбонилированных белков	=>	#147	Накопление нефункциональных белков
#859	Накопление белковых сшивок	=>	#325	Накопление дефектного коллагена
#939	Уменьшение проницаемости межклеточного пространства	=>	#389	Уменьшение числа связей между клетками
#319	Нарушение функций клетки	=>	#677	Появление дефектных клеток
#29	Замедление процесса синтеза эластина и коллагена	=>	#489	Уменьшение эластичности сосудов
#239	Нестабильность генома	=>	#49	Онкогенез: появление злокачественных и доброкачественных опухолей
#475	Снижение выработки АКТГ (Аденекортикотропный гормон)	=>	#51	Гипотрофия надпочечников
#837	Ухудшение общего кровообращения	=>	#951	Нарушение мозгового кровообращения
#801	Снижение секреции соматотропина (гормон роста)	=>	#693	Гипоплазия мышечной ткани
#51	Гипотрофия надпочечников	=>	#241	Снижение секреции норадреналина
#123	Повышение секреции пролактина	=>	#73	Рак молочной железы
#659	Миокардиопатия	=>	#7	Сердечная недостаточность
#927	Деструкция симпатических окончаний	=>	#23	Уменьшение влияния на сердце симпатической нервной системы
#767	Гипотрофия нейроэндокринных узлов (в гипоталамусе и стволе мозга)	=>	#315	Повышение секреции вазопрессина
#401	Ухудшение питания тканей	=>	#231	Ухудшение состояния межклеточного матрикса в хрящах
#187	Накопление липофусцина	=>	#607	Переполнение лизосомы
#467	Снижение секреции половых гормонов (тестостерон, эстрадиол, прогестерон)	=>	#123	Повышение секреции пролактина
#19	Накопление сшивок липид-белок	=>	#629	Перикисное окисление липидов в мембранах
#635	Снижение синтеза рибосомальной РНК	=>	#453	Снижение количества и качества рибосом
#225	Активирование очагов онкологических клеток	=>	#49	Онкогенез: появление злокачественных и доброкачественных опухолей
#593	Повышение активности АФК	=>	#933	Окисление эластина
#71	Накопление денатурированных белков	=>	#85	Накопление белковых агрегатов (клеточного мусора)
#767	Гипотрофия нейроэндокринных узлов (в гипоталамусе и стволе мозга)	=>	#509	Нарушение суточного ритма секреции нейрпептида Y
#785	Снижение количества активных копий ДНК, кодирующей рибосомальную РНК и белки	=>	#665	Снижение синтеза мРНК
#19	Накопление сшивок липид-белок	=>	#821	Образование дефектных антигенов в клетках организма
#885	Гипотрофия передней доли гипофиза	=>	#251	Снижение выработки ТТГ (Тиреотропный гормон)
#399	Негативное изменение межклеточного матрикса	=>	#25	Ухудшение удаления токсинов
#907	Увеличение количества соединительной ткани	=>	#53	Уменьшается эластичность легочной ткани
#649	Уменьшение проводимости нервных волокон	=>	#385	Ухудшение когнитивных способностей мозга
#593	Повышение активности АФК	=>	#19	Накопление сшивок липид-белок
#95	Ограничение подвижности	=>	#103	Усиление атрофии мышц
#19	Накопление сшивок липид-белок	=>	#63	Изменение физико-химических свойств мембранного матрикса
#895	Проникновение окислов липидов и фибринов и тромбоцитов в субэндотелиальное пространство	=>	#959	Переполнение макрофагов окислами липидов
#51	Гипотрофия надпочечников	=>	#915	Повышение секреции глюкокортикоидов
#189	Образование пенистых клеток	=>	#93	Размножение гладкомышечных клеток
#363	Накопление нефункциональных белков	=>	#539	Накопление нефункциональных белков, входящих в состав антиоксидантных систем
#755	Длительное повышение уровня глюкозы в крови	=>	#801	Снижение секреции соматотропина (гормон роста)
#959	Переполнение макрофагов окислами липидов	=>	#189	Образование пенистых клеток
#321	Снижение секреции Дегидроэпиандростерона	=>	#755	Длительное повышение уровня глюкозы в крови
#311	Уплотнение клеточной мемраны	=>	#901	Снижение проницаемости мембраны
#353	Выработка свободных радикалов	=>	#593	Повышение активности АФК
#401	Ухудшение питания тканей	=>	#599	Ухудшение состояния межклеточного матрикса в сухожилиях
#1586	Рост доли субъединиц протеосом с пониженной активностью	=>	#363	Накопление нефункциональных белков
#171	Вымывание Ca из костей	=>	#377	Остеопороз
#115	Неусвоение витамина B12	=>	#967	Гиповитаминоз B12
#53	Уменьшается эластичность легочной ткани	=>	#831	Эмфизема лёгких
#447	Уменьшение количества (и ухудшение качества) адгезивных рецепторов	=>	#389	Уменьшение числа связей между клетками
#467	Снижение секреции половых гормонов (тестостерон, эстрадиол, прогестерон)	=>	#601	Менопауза и андропауза
#845	Нарушение усваиваемости витаминов групп BDCE	=>	#523	Ухудшение усвоения кальция и витамина D в кишечнике
#871	Нарушение метаболизма клетки	=>	#319	Нарушение функций клетки
#237	Изменение рецепторной чувствительности клетки	=>	#871	Нарушение метаболизма клетки
#145	Общая дряхлость организма	=>	#543	Смерть организма
#565	Появление аутоиммунной реакции	=>	#965	Аутоиммунные заболевания
#85	Накопление белковых агрегатов (клеточного мусора)	=>	#187	Накопление липофусцина
#603	Подавление аутофагии	=>	#163	Снижение количества функционирующих клеток
#357	Появление дефектных митохондрий	=>	#617	Снижение выработки АТФ (в отдельных клетках)
#447	Уменьшение количества (и ухудшение качества) адгезивных рецепторов	=>	#181	"Нарушение пула стволовых клеток в популяции, в результате нарушения ""Хоминга"""
#117	Повышение активности паратиреоидного гормона	=>	#171	Вымывание Ca из костей
#49	Онкогенез: появление злокачественных и доброкачественных опухолей	=>	#191	Рак легких
#615	Понижение толерантности к глюкозе	=>	#755	Длительное повышение уровня глюкозы в крови
#141	Соединение альвеол между собой	=>	#283	Уменьшение жизненной емкости легких
#489	Уменьшение эластичности сосудов	=>	#647	Увеличение периферического сопротивления
#767	Гипотрофия нейроэндокринных узлов (в гипоталамусе и стволе мозга)	=>	#885	Гипотрофия передней доли гипофиза
#767	Гипотрофия нейроэндокринных узлов (в гипоталамусе и стволе мозга)	=>	#301	Гипотрофия эпифиза
#205	Артериальная гипертония	=>	#295	Ишемический инсульт
#453	Снижение количества и качества рибосом	=>	#65	Снижение синтеза белка
#231	Ухудшение состояния межклеточного матрикса в хрящах	=>	#203	Остеохондроз
#239	Нестабильность генома	=>	#245	Образование сигнала о двухцепочечном разрыве ДНК
#245	Образование сигнала о двухцепочечном разрыве ДНК	=>	#833	p53-зависимая необратимая задержка пролиферации клеток
#821	Образование дефектных антигенов в клетках организма	=>	#877	Иммунная система воспринимает эти клетки как чужеродные
#523	Ухудшение усвоения кальция и витамина D в кишечнике	=>	#377	Остеопороз
#495	ИБС	=>	#7	Сердечная недостаточность
#965	Аутоиммунные заболевания	=>	#257	Ревматизм
#593	Повышение активности АФК	=>	#629	Перикисное окисление липидов в мембранах
#353	Выработка свободных радикалов	=>	#575	Образование алкилированных оснований
#273	Ухудшение микроциркуляции в поджелудочной железе	=>	#161	Гипотрофия эндокринной части поджелудочной железы
#101	Ингибирование протеосомы	=>	#603	Подавление аутофагии
#217	Накопление повреждений в миоцитах	=>	#249	Уменьшение количества миоцитов
#321	Снижение секреции Дегидроэпиандростерона	=>	#623	Увеличение количества жировой ткани
#687	Постоянное переедание	=>	#557	Накопление жирных кислот в крови
#359	Эпигенетические нарушения (сшивки ДНК-белок, деметилирование ДНК)	=>	#501	Нарушение индуцибельной экспрессии генов ДНК
#793	Ухудшение передачи сигнальной информации	=>	#319	Нарушение функций клетки
#883	Уменьшение количества внутриклеточных элементов (митохондрии, рибосомы)	=>	#431	Уменьшение объёма клетки
#785	Снижение количества активных копий ДНК, кодирующей рибосомальную РНК и белки	=>	#635	Снижение синтеза рибосомальной РНК
#71	Накопление денатурированных белков	=>	#147	Накопление нефункциональных белков
#885	Гипотрофия передней доли гипофиза	=>	#687	Постоянное переедание
#375	Образование 8-оксо-2’деоксигуанозина в промоторных и энхансерных участках ДНК	=>	#97	Точковые (ядерные) мутации
#467	Снижение секреции половых гормонов (тестостерон, эстрадиол, прогестерон)	=>	#209	Уменьшение пролиферации клеток
#29	Замедление процесса синтеза эластина и коллагена	=>	#737	Уменьшение эластичности стенок легочных альвеол
#629	Перикисное окисление липидов в мембранах	=>	#159	Образование малонового альдегида
#353	Выработка свободных радикалов	=>	#375	Образование 8-оксо-2’деоксигуанозина в промоторных и энхансерных участках ДНК
#463	Образование атеросклеротических бляшек	=>	#837	Ухудшение общего кровообращения
#249	Уменьшение количества миоцитов	=>	#659	Миокардиопатия
#47	Накопление клеточного мусора в клетках печени	=>	#679	Снижение выработки Q10
#433	Негативное изменение конститутивной экспрессии генов	=>	#781	Снижение экспрессии компонентов репаративных систем
#353	Выработка свободных радикалов	=>	#427	Сшивки ДНК-ДНК
#345	Гипоксия (разной степени)	=>	#543	Смерть организма
#737	Уменьшение эластичности стенок легочных альвеол	=>	#53	Уменьшается эластичность легочной ткани
#31	Атрофия лёгочных альвеол	=>	#283	Уменьшение жизненной емкости легких
#247	Повреждения эндотелия	=>	#895	Проникновение окислов липидов и фибринов и тромбоцитов в субэндотелиальное пространство
#141	Соединение альвеол между собой	=>	#831	Эмфизема лёгких
#21	Негомологичная рекомбинация хромосом	=>	#185	Хромосомные аберрации
#51	Гипотрофия надпочечников	=>	#321	Снижение секреции Дегидроэпиандростерона
#169	Увеличение количества коллагенных волокон (между клеток)	=>	#939	Уменьшение проницаемости межклеточного пространства
#563	Уменьшение количества нейронов	=>	#437	Болезнь Паркинсона
#165	Повреждение мембран митохондрий	=>	#357	Появление дефектных митохондрий
#207	Ухудшение функций миоцитов	=>	#659	Миокардиопатия
#301	Гипотрофия эпифиза	=>	#551	Снижение секреции мелатонина
#131	Инфаркт миокарда	=>	#543	Смерть организма
#755	Длительное повышение уровня глюкозы в крови	=>	#15	Накопление гликированных белков
#47	Накопление клеточного мусора в клетках печени	=>	#175	Снижение секреции IGF-1 (инсулиноподобного фактора роста-1) в гепатоцитах печени
#279	Изменение проницаемости альвеолярной стенки	=>	#917	Нарушение газообмена CO2 и O2
#195	Уменьшение выработки эстрогена	=>	#117	Повышение активности паратиреоидного гормона
#801	Снижение секреции соматотропина (гормон роста)	=>	#155	Стойкое понижение уровня инсулина в крови
#185	Хромосомные аберрации	=>	#501	Нарушение индуцибельной экспрессии генов ДНК
#19	Накопление сшивок липид-белок	=>	#165	Повреждение мембран митохондрий
#7	Сердечная недостаточность	=>	#543	Смерть организма
#391	Гипертрофия простаты	=>	#173	Рак простаты
#427	Сшивки ДНК-ДНК	=>	#501	Нарушение индуцибельной экспрессии генов ДНК
#599	Ухудшение состояния межклеточного матрикса в сухожилиях	=>	#137	Костные шипы
#63	Изменение физико-химических свойств мембранного матрикса	=>	#237	Изменение рецепторной чувствительности клетки
#433	Негативное изменение конститутивной экспрессии генов	=>	#101	Ингибирование протеосомы
#859	Накопление белковых сшивок	=>	#85	Накопление белковых агрегатов (клеточного мусора)
#471	Нарушение транспорта метаболитов через мембрану	=>	#871	Нарушение метаболизма клетки
#63	Изменение физико-химических свойств мембранного матрикса	=>	#471	Нарушение транспорта метаболитов через мембрану
#665	Снижение синтеза мРНК	=>	#531	Снижение синтеза рибосомальных белков
#147	Накопление нефункциональных белков	=>	#865	Изменение структуры аполипопротеина (ЛПНП)
#399	Негативное изменение межклеточного матрикса	=>	#795	Уменьшение количества информационных молекул
#965	Аутоиммунные заболевания	=>	#367	Артриты
#270	Нарушение структуры хроматина	=>	#1583	Временное адаптивное прекращение пролиферации клеток
#63	Изменение физико-химических свойств мембранного матрикса	=>	#247	Повреждения эндотелия
#367	Артриты	=>	#137	Костные шипы
#217	Накопление повреждений в миоцитах	=>	#207	Ухудшение функций миоцитов
#699	Гипотрофия мышц грудной клетки	=>	#831	Эмфизема лёгких
#373	Транспозиция мобильных элементов генома	=>	#501	Нарушение индуцибельной экспрессии генов ДНК
#607	Переполнение лизосомы	=>	#319	Нарушение функций клетки
#679	Снижение выработки Q10	=>	#693	Гипоплазия мышечной ткани
#153	Уменьшение количества серотонина	=>	#909	Депрессия
#967	Гиповитаминоз B12	=>	#153	Уменьшение количества серотонина
#53	Уменьшается эластичность легочной ткани	=>	#283	Уменьшение жизненной емкости легких
#575	Образование алкилированных оснований	=>	#97	Точковые (ядерные) мутации
#877	Иммунная система воспринимает эти клетки как чужеродные	=>	#565	Появление аутоиммунной реакции
#85	Накопление белковых агрегатов (клеточного мусора)	=>	#37	Накопление аммилоидных фибрил (бетта-амилоида)
#157	Стохастическое повреждение ДНК	=>	#1583	Временное адаптивное прекращение пролиферации клеток
#529	Снижение ферментной активности в железистых клетках ЖКТ	=>	#845	Нарушение усваиваемости витаминов групп BDCE
#865	Изменение структуры аполипопротеина (ЛПНП)	=>	#799	Накопление внеклеточного мусора
#951	Нарушение мозгового кровообращения	=>	#385	Ухудшение когнитивных способностей мозга
#861	Хронические инфекции	=>	#511	Интеграция ретровирусов в ДНК
#641	Накопление карбонилированных белков	=>	#85	Накопление белковых агрегатов (клеточного мусора)
#767	Гипотрофия нейроэндокринных узлов (в гипоталамусе и стволе мозга)	=>	#919	Изменение порога чувствительности в центре аппетита гипоталамуса
#251	Снижение выработки ТТГ (Тиреотропный гормон)	=>	#347	Гипотрофия щитовидной железы
#539	Накопление нефункциональных белков, входящих в состав антиоксидантных систем	=>	#593	Повышение активности АФК
#885	Гипотрофия передней доли гипофиза	=>	#475	Снижение выработки АКТГ (Аденекортикотропный гормон)
#501	Нарушение индуцибельной экспрессии генов ДНК	=>	#65	Снижение синтеза белка
#819	Атака обкладочных клеток желудка иммунной системой	=>	#115	Неусвоение витамина B12
#933	Окисление эластина	=>	#737	Уменьшение эластичности стенок легочных альвеол
#147	Накопление нефункциональных белков	=>	#163	Снижение количества функционирующих клеток
#489	Уменьшение эластичности сосудов	=>	#205	Артериальная гипертония
#649	Уменьшение проводимости нервных волокон	=>	#733	Уменьшение адаптивной реакции
#555	Мутации мтДНК	=>	#357	Появление дефектных митохондрий
#831	Эмфизема лёгких	=>	#505	Легочная недостаточность
#185	Хромосомные аберрации	=>	#433	Негативное изменение конститутивной экспрессии генов
#767	Гипотрофия нейроэндокринных узлов (в гипоталамусе и стволе мозга)	=>	#241	Снижение секреции норадреналина
#347	Гипотрофия щитовидной железы	=>	#151	Снижение секреции тиреоидных гормонов
#123	Повышение секреции пролактина	=>	#391	Гипертрофия простаты
#861	Хронические инфекции	=>	#139	Продуцирование воспалительных цитокинов
#495	ИБС	=>	#131	Инфаркт миокарда
#565	Появление аутоиммунной реакции	=>	#819	Атака обкладочных клеток желудка иммунной системой
#65	Снижение синтеза белка	=>	#319	Нарушение функций клетки
#951	Нарушение мозгового кровообращения	=>	#295	Ишемический инсульт
#467	Снижение секреции половых гормонов (тестостерон, эстрадиол, прогестерон)	=>	#195	Уменьшение выработки эстрогена
#97	Точковые (ядерные) мутации	=>	#501	Нарушение индуцибельной экспрессии генов ДНК
#687	Постоянное переедание	=>	#755	Длительное повышение уровня глюкозы в крови
#65	Снижение синтеза белка	=>	#29	Замедление процесса синтеза эластина и коллагена
#927	Деструкция симпатических окончаний	=>	#385	Ухудшение когнитивных способностей мозга
#171	Вымывание Ca из костей	=>	#675	Увеличение уровня Ca в крови
#243	Блокирование реакций клетки на факторы роста, активирующие ее пролиферацию	=>	#272	Репликативное старение (стойкое прекращение пролиферации клеток)
#839	Снижение активности белков теплового шока	=>	#147	Накопление нефункциональных белков
#325	Накопление дефектного коллагена	=>	#399	Негативное изменение межклеточного матрикса
#687	Постоянное переедание	=>	#623	Увеличение количества жировой ткани
#139	Продуцирование воспалительных цитокинов	=>	#281	Воспалительные реакции в тканях
#623	Увеличение количества жировой ткани	=>	#130	Ожирение
#781	Снижение экспрессии компонентов репаративных систем	=>	#839	Снижение активности белков теплового шока
#799	Накопление внеклеточного мусора	=>	#189	Образование пенистых клеток
#675	Увеличение уровня Ca в крови	=>	#411	Подавление секреции паратиреоидного гормона
#175	Снижение секреции IGF-1 (инсулиноподобного фактора роста-1) в гепатоцитах печени	=>	#767	Гипотрофия нейроэндокринных узлов (в гипоталамусе и стволе мозга)
#557	Накопление жирных кислот в крови	=>	#865	Изменение структуры аполипопротеина (ЛПНП)
#353	Выработка свободных радикалов	=>	#553	Блокирование репликационной вилки
#377	Остеопороз	=>	#307	Переломы
#629	Перикисное окисление липидов в мембранах	=>	#169	Увеличение количества коллагенных волокон (между клеток)
#687	Постоянное переедание	=>	#801	Снижение секреции соматотропина (гормон роста)
#137	Костные шипы	=>	#77	Снижение физической работоспособности
#209	Уменьшение пролиферации клеток	=>	#288	Уменьшение скорости физиологической регенерации тканей
#601	Менопауза и андропауза	=>	#693	Гипоплазия мышечной ткани
#601	Менопауза и андропауза	=>	#623	Увеличение количества жировой ткани
#91	Сахарный диабет пожилого возраста	=>	#543	Смерть организма
#130	Ожирение	=>	#91	Сахарный диабет пожилого возраста
#130	Ожирение	=>	#45	Метаболический синдром
#193	Болезнь Альцгеймера	=>	#126	Нарушение регуляции основных систем жизнеобеспечения
#126	Нарушение регуляции основных систем жизнеобеспечения	=>	#543	Смерть организма
#126	Нарушение регуляции основных систем жизнеобеспечения	=>	#59	Пневмония
#56	Гипотрофия тканей, вызванная ухудшением общего кровообращения	=>	#7	Сердечная недостаточность
#23	Уменьшение влияния на сердце симпатической нервной системы	=>	#7	Сердечная недостаточность
#529	Снижение ферментной активности в железистых клетках ЖКТ	=>	#945	Дефицит микроэлементов
#837	Ухудшение общего кровообращения	=>	#56	Гипотрофия тканей, вызванная ухудшением общего кровообращения
#623	Увеличение количества жировой ткани	=>	#557	Накопление жирных кислот в крови
#801	Снижение секреции соматотропина (гормон роста)	=>	#729	Гипоплазия тканей
#13	Ухудшение питания клеток	=>	#319	Нарушение функций клетки
#841	Первичное ухудшение микроциркуляции крови и лимфы	=>	#401	Ухудшение питания тканей
#401	Ухудшение питания тканей	=>	#163	Снижение количества функционирующих клеток
#801	Снижение секреции соматотропина (гормон роста)	=>	#1612	Инсулиннезависимый сахарный диабет (II типа)
#1612	Инсулиннезависимый сахарный диабет (II типа)	=>	#543	Смерть организма
#389	Уменьшение числа связей между клетками	=>	#333	Ухудшение ансамблевой работы клеток
#389	Уменьшение числа связей между клетками	=>	#793	Ухудшение передачи сигнальной информации
#389	Уменьшение числа связей между клетками	=>	#13	Ухудшение питания клеток
#463	Образование атеросклеротических бляшек	=>	#1613	Сужение просвета сосудов
#1613	Сужение просвета сосудов	=>	#647	Увеличение периферического сопротивления
#647	Увеличение периферического сопротивления	=>	#205	Артериальная гипертония
#463	Образование атеросклеротических бляшек	=>	#489	Уменьшение эластичности сосудов
#837	Ухудшение общего кровообращения	=>	#1614	Ухудшение коронарного кровообращения
#1614	Ухудшение коронарного кровообращения	=>	#495	ИБС
#647	Увеличение периферического сопротивления	=>	#837	Ухудшение общего кровообращения
#1617	Разрыв сосудов мозга	=>	#1618	Геморрагический инсульт
#1618	Геморрагический инсульт	=>	#543	Смерть организма
#1619	Нарушение функционирования головного мозга	=>	#385	Ухудшение когнитивных способностей мозга
#205	Артериальная гипертония	=>	#1617	Разрыв сосудов мозга
#1616	Повышение проницаемости сосудистой стенки	=>	#1618	Геморрагический инсульт
#205	Артериальная гипертония	=>	#1619	Нарушение функционирования головного мозга
#1627	Пороки сердца	=>	#1626	Образование пристеночных тромбов в сердце
#1628	Эндокардит	=>	#1626	Образование пристеночных тромбов в сердце
#1626	Образование пристеночных тромбов в сердце	=>	#1625	Тромботическая эмболия сосудов мозга
#1625	Тромботическая эмболия сосудов мозга	=>	#1620	Закупорка сосудов мозга
#1620	Закупорка сосудов мозга	=>	#295	Ишемический инсульт
#463	Образование атеросклеротических бляшек	=>	#1617	Разрыв сосудов мозга
#463	Образование атеросклеротических бляшек	=>	#1624	Тромбоз сосудов мозга
#1624	Тромбоз сосудов мозга	=>	#1620	Закупорка сосудов мозга
#7	Сердечная недостаточность	=>	#1621	Артериальная гипотония
#1622	Гиповолемия	=>	#1621	Артериальная гипотония
#1623	Брадикардия	=>	#1621	Артериальная гипотония
#1613	Сужение просвета сосудов	=>	#295	Ишемический инсульт
#1621	Артериальная гипотония	=>	#295	Ишемический инсульт
#315	Повышение секреции вазопрессина	=>	#205	Артериальная гипертония
#295	Ишемический инсульт	=>	#543	Смерть организма
#155	Стойкое понижение уровня инсулина в крови	=>	#1629	Повышение уровня глюкагона в крови
#91	Сахарный диабет пожилого возраста	=>	#155	Стойкое понижение уровня инсулина в крови
#155	Стойкое понижение уровня инсулина в крови	=>	#1638	Повышение активности липазы
#1638	Повышение активности липазы	=>	#1630	Усиление липолиза (расщепления триглицеридов)
#1629	Повышение уровня глюкагона в крови	=>	#1630	Усиление липолиза (расщепления триглицеридов)
#1630	Усиление липолиза (расщепления триглицеридов)	=>	#1631	Кетонемия
#1631	Кетонемия	=>	#1632	Метаболический ацидоз
#1632	Метаболический ацидоз	=>	#543	Смерть организма
#155	Стойкое понижение уровня инсулина в крови	=>	#1633	Уменьшение транспорта аминокислот в клетки
#1633	Уменьшение транспорта аминокислот в клетки	=>	#1634	Повышение содержания аминокислот в крови
#1634	Повышение содержания аминокислот в крови	=>	#1635	Выделение аминокислот с мочей
#1635	Выделение аминокислот с мочей	=>	#1636	Отрицательный азотный баланс
#1636	Отрицательный азотный баланс	=>	#1632	Метаболический ацидоз
#56	Гипотрофия тканей, вызванная ухудшением общего кровообращения	=>	#699	Гипотрофия мышц грудной клетки
#1612	Инсулиннезависимый сахарный диабет (II типа)	=>	#235	Почечная недостаточность
#91	Сахарный диабет пожилого возраста	=>	#235	Почечная недостаточность
#161	Гипотрофия эндокринной части поджелудочной железы	=>	#155	Стойкое понижение уровня инсулина в крови
#77	Снижение физической работоспособности	=>	#145	Общая дряхлость организма
#385	Ухудшение когнитивных способностей мозга	=>	#543	Смерть организма
#1639	Старческая деменция	=>	#543	Смерть организма
#385	Ухудшение когнитивных способностей мозга	=>	#1639	Старческая деменция
#133	Уменьшение функциональной активности почек	=>	#235	Почечная недостаточность
#1640	Общая интоксикация организма	=>	#39	Вторичный иммунодефицит
#1640	Общая интоксикация организма	=>	#543	Смерть организма
#915	Повышение секреции глюкокортикоидов	=>	#525	Накопление окисленных белков
#159	Образование малонового альдегида	=>	#529	Снижение ферментной активности в железистых клетках ЖКТ
#39	Вторичный иммунодефицит	=>	#543	Смерть организма
#276	Уменьшение синтеза С-комплемента	=>	#39	Вторичный иммунодефицит
#281	Воспалительные реакции в тканях	=>	#33	Хронические генерализованные вялотекущие воспаления
#39	Вторичный иммунодефицит	=>	#861	Хронические инфекции
#241	Снижение секреции норадреналина	=>	#77	Снижение физической работоспособности
#241	Снижение секреции норадреналина	=>	#385	Ухудшение когнитивных способностей мозга
#45	Метаболический синдром	=>	#495	ИБС
#535	Снижение синтеза кальцийтриола	=>	#377	Остеопороз
#25	Ухудшение удаления токсинов	=>	#1640	Общая интоксикация организма
#965	Аутоиммунные заболевания	=>	#649	Уменьшение проводимости нервных волокон
#649	Уменьшение проводимости нервных волокон	=>	#1641	Рассеянный склероз: первично-прогрессирующая форма
#1641	Рассеянный склероз: первично-прогрессирующая форма	=>	#59	Пневмония
#1641	Рассеянный склероз: первично-прогрессирующая форма	=>	#131	Инфаркт миокарда
#1641	Рассеянный склероз: первично-прогрессирующая форма	=>	#225	Активирование очагов онкологических клеток
#733	Уменьшение адаптивной реакции	=>	#385	Ухудшение когнитивных способностей мозга
#909	Депрессия	=>	#39	Вторичный иммунодефицит
#551	Снижение секреции мелатонина	=>	#687	Постоянное переедание
#551	Снижение секреции мелатонина	=>	#39	Вторичный иммунодефицит
#103	Усиление атрофии мышц	=>	#7	Сердечная недостаточность
#288	Уменьшение скорости физиологической регенерации тканей	=>	#729	Гипоплазия тканей
#1642	Мышечная слабость	=>	#307	Переломы
#437	Болезнь Паркинсона	=>	#1642	Мышечная слабость
#109	Снижение скорости рефлексов	=>	#307	Переломы
#283	Уменьшение жизненной емкости легких	=>	#505	Легочная недостаточность
#677	Появление дефектных клеток	=>	#145	Общая дряхлость организма
#837	Ухудшение общего кровообращения	=>	#145	Общая дряхлость организма
#801	Снижение секреции соматотропина (гормон роста)	=>	#49	Онкогенез: появление злокачественных и доброкачественных опухолей
#431	Уменьшение объёма клетки	=>	#27	Уменьшение функциональной активности клеток
#9	Замещение свободного пространства соединительной тканью	=>	#907	Увеличение количества соединительной ткани
#601	Менопауза и андропауза	=>	#249	Уменьшение количества миоцитов
#207	Ухудшение функций миоцитов	=>	#249	Уменьшение количества миоцитов
#249	Уменьшение количества миоцитов	=>	#693	Гипоплазия мышечной ткани
#237	Изменение рецепторной чувствительности клетки	=>	#615	Понижение толерантности к глюкозе
#237	Изменение рецепторной чувствительности клетки	=>	#733	Уменьшение адаптивной реакции
#237	Изменение рецепторной чувствительности клетки	=>	#563	Уменьшение количества нейронов
#237	Изменение рецепторной чувствительности клетки	=>	#243	Блокирование реакций клетки на факторы роста, активирующие ее пролиферацию
#353	Выработка свободных радикалов	=>	#270	Нарушение структуры хроматина
#353	Выработка свободных радикалов	=>	#253	Потеря белков, покрывающих теломеры (TRF2)
